"date","time","speed","color","observer"
2025-04-14,NA,31,"tesla","Zoey Do"
2025-04-14,NA,20,"mazda","Zoey Do"
2025-04-03,NA,30,"nissan","Nicholas Camacho"
2025-04-03,NA,24,"ford","Nicholas Camacho"
2025-04-03,NA,33,"chevrolet","Nicholas Camacho"
2025-04-03,NA,31,"ram","Nicholas Camacho"
2025-04-03,NA,27,"volkswagen","Nicholas Camacho"
2025-04-03,NA,24,"ram","Nicholas Camacho"
2025-04-03,NA,21,"honda","Nicholas Camacho"
2025-04-03,NA,35,"tesla","Nicholas Camacho"
2025-04-03,NA,17,"toyota","Nicholas Camacho"
2025-04-03,NA,20,"nissan","Nicholas Camacho"
2025-04-03,NA,31,"jeep","Nicholas Camacho"
2025-04-03,NA,35,"ford","Nicholas Camacho"
2025-04-03,NA,21,"pontiac","Nicholas Camacho"
2025-04-03,NA,31,"ford","Nicholas Camacho"
2025-04-03,NA,24,"jeep","Nicholas Camacho"
2025-04-03,NA,11,"chevrolet","Nicholas Camacho"
2025-04-03,NA,21,"dodge","Nicholas Camacho"
2025-04-03,NA,27,"kia","Nicholas Camacho"
2025-04-03,NA,31,"chevrolet","Nicholas Camacho"
2025-04-03,NA,27,"gmc","Nicholas Camacho"
2025-04-03,NA,27,"ford","Nicholas Camacho"
2025-04-03,NA,26,"dodge","Nicholas Camacho"
2025-04-03,NA,37,"chevrolet","Nicholas Camacho"
2025-04-03,NA,26,"ford","Nicholas Camacho"
2025-04-03,NA,27,"honda","Nicholas Camacho"
2025-04-03,NA,30,"honda","Nicholas Camacho"
2025-04-03,NA,32,"honda","Nicholas Camacho"
2025-04-03,NA,34,"ford","Nicholas Camacho"
2025-04-03,NA,29,"ford","Nicholas Camacho"
2025-04-03,NA,32,"hyundai","Nicholas Camacho"
2025-04-03,NA,34,"toyota","Nicholas Camacho"
2025-04-03,NA,19,"chevrolet","Nicholas Camacho"
2025-04-03,NA,31,"toyota","Nicholas Camacho"
2025-04-03,NA,13,"jeep","Nicholas Camacho"
2025-04-03,NA,29,"honda","Nicholas Camacho"
2025-04-03,NA,31,"nissan","Nicholas Camacho"
2025-04-03,NA,28,"ford","Nicholas Camacho"
2025-04-03,NA,23,"honda","Nicholas Camacho"
2025-04-03,NA,38,"kia","Nicholas Camacho"
2025-04-03,NA,34,"jeep","Nicholas Camacho"
2025-04-03,NA,33,"ford","Nicholas Camacho"
2025-04-03,NA,27,"ford","Nicholas Camacho"
2025-04-03,NA,34,"ford","Nicholas Camacho"
2025-04-03,NA,29,"nissan","Nicholas Camacho"
2025-04-03,NA,29,"gmc","Nicholas Camacho"
2025-04-03,NA,27,"acura","Nicholas Camacho"
2025-04-03,NA,19,"toyota","Nicholas Camacho"
2025-04-03,NA,26,"honda","Nicholas Camacho"
2025-04-03,NA,22,"ford","Nicholas Camacho"
2025-04-03,NA,29,"nissan","Nicholas Camacho"
2025-04-03,NA,29,"acura","Nicholas Camacho"
2025-04-03,NA,27,"prius","Nicholas Camacho"
2025-04-03,NA,33,"kia","Nicholas Camacho"
2025-04-03,NA,33,"ford","Nicholas Camacho"
2025-04-03,NA,25,"volkswagen","Nicholas Camacho"
2025-04-03,NA,22,"chevrolet","Nicholas Camacho"
2025-04-03,NA,26,"volkswagen","Nicholas Camacho"
2025-04-03,NA,33,"hyundai","Nicholas Camacho"
2025-04-03,NA,32,"lexus","Nicholas Camacho"
2025-04-03,NA,30,"chevrolet","Nicholas Camacho"
2025-04-03,NA,26,"ford","Nicholas Camacho"
2025-04-03,NA,32,"volkswagen","Nicholas Camacho"
2025-04-03,NA,36,"hyundai","Nicholas Camacho"
2025-04-03,NA,29,"kia","Nicholas Camacho"
2025-04-03,NA,30,"ford","Nicholas Camacho"
2025-04-03,NA,27,"volkswagen","Nicholas Camacho"
2025-04-03,NA,35,"kia","Nicholas Camacho"
2025-04-03,NA,26,"chevrolet","Nicholas Camacho"
2025-04-03,NA,34,"chevrolet","Nicholas Camacho"
2025-04-03,NA,27,"toyota","Nicholas Camacho"
2025-04-03,NA,27,"nissan","Nicholas Camacho"
2025-04-03,NA,28,"ford","Nicholas Camacho"
2025-04-03,NA,33,"honda","Nicholas Camacho"
2025-04-03,NA,28,"honda","Nicholas Camacho"
2025-04-03,NA,32,"gmc","Nicholas Camacho"
2025-04-05,"11:01:12",27,"Brown","Nisrine"
2025-04-05,"11:01:51",29,"Black","Nisrine"
2025-04-05,"11:01:55",36,"Silver","Nisrine"
2025-04-05,"11:02:10",32,"Black","Nisrine"
2025-04-05,"11:03:19",26,"Black","Nisrine"
2025-04-05,"11:03:45",24,"Gray","Nisrine"
2025-04-05,"11:04:17",27,"Blue","Nisrine"
2025-04-05,"11:04:42",37,"Gray","Nisrine"
2025-04-05,"11:04:49",39,"White","Nisrine"
2025-04-05,"11:05:18",33,"Black","Nisrine"
2025-04-05,"11:05:58",26,"Black","Nisrine"
2025-04-05,"11:07:12",31,"Black","Nisrine"
2025-04-05,"11:07:12",32,"Gray","Nisrine"
2025-04-05,"11:07:57",37,"Red","Nisrine"
2025-04-05,"11:08:59",17,"Gray","Nisrine"
2025-04-05,"11:09:05",23,"Black","Nisrine"
2025-04-05,"11:09:37",21,"Red","Nisrine"
2025-04-05,"11:09:55",35,"Silver","Nisrine"
2025-04-05,"11:10:09",26,"Yellow","Nisrine"
2025-04-05,"11:10:14",30,"White","Nisrine"
2025-04-05,"11:10:44",30,"Blue","Nisrine"
2025-04-05,"11:10:48",35,"White","Nisrine"
2025-04-05,"11:11:17",23,"Red","Nisrine"
2025-04-05,"11:11:54",33,"Blue","Nisrine"
2025-04-05,"11:12:10",35,"Gray","Nisrine"
2025-04-05,"11:12:21",32,"Yellow","Nisrine"
2025-04-05,"11:12:25",23,"Gray","Nisrine"
2025-04-05,"11:13:29",27,"Blue","Nisrine"
2025-04-05,"11:13:41",25,"Silver","Nisrine"
2025-04-05,"11:14:02",27,"Brown","Nisrine"
2025-04-05,"11:14:16",25,"Blue","Nisrine"
2025-04-05,"11:14:38",34,"Blue","Nisrine"
2025-04-05,"11:15:07",34,"Yellow","Nisrine"
2025-04-05,"11:17:13",34,"Gray","Nisrine"
2025-04-05,"11:17:13",41,"Blue","Nisrine"
2025-04-05,"11:19:00",31,"Gray","Nisrine"
2025-04-05,"11:19:11",35,"Black","Nisrine"
2025-04-05,"11:20:00",22,"White","Nisrine"
2025-04-05,"11:20:05",26,"Blue","Nisrine"
2025-04-05,"11:20:53",23,"Yellow","Nisrine"
2025-04-05,"11:22:39",31,"Black","Nisrine"
2025-04-05,"11:23:02",33,"Blue","Nisrine"
2025-04-05,"11:23:54",28,"Gray","Nisrine"
2025-04-05,"11:25:12",34,"White","Nisrine"
2025-04-05,"11:25:31",21,"Red","Nisrine"
2025-04-05,"11:25:33",29,"Yellow","Nisrine"
2025-04-05,"11:25:54",32,"Blue","Nisrine"
2025-04-05,"11:25:59",26,"Silver","Nisrine"
2025-04-05,"11:26:18",34,"Black","Nisrine"
2025-04-05,"11:26:33",32,"Red","Nisrine"
2025-04-05,"11:26:39",42,"Silver","Nisrine"
2025-04-05,"11:27:21",24,"Black","Nisrine"
2025-04-05,"11:28:04",32,"Blue","Nisrine"
2025-04-05,"11:29:21",21,"Black","Nisrine"
2025-04-05,"11:29:34",32,"Red","Nisrine"
2025-04-05,"11:30:05",38,"Blue","Nisrine"
2025-04-05,"11:30:18",26,"Black","Nisrine"
2025-04-05,"11:30:50",21,"Yellow","Nisrine"
2025-04-05,"11:31:05",30,"Gray","Nisrine"
2025-04-05,"11:31:22",33,"Gray","Nisrine"
2025-04-05,"11:31:49",27,"White","Nisrine"
2025-04-05,"11:31:50",31,"Blue","Nisrine"
2025-04-05,"11:32:12",29,"Brown","Nisrine"
2025-04-05,"11:33:21",28,"Red","Nisrine"
2025-04-05,"11:33:26",32,"Blue","Nisrine"
2025-04-05,"11:33:28",26,"Black","Nisrine"
2025-04-05,"11:33:42",38,"Gray","Nisrine"
2025-04-05,"11:33:50",27,"White","Nisrine"
2025-04-05,"11:34:05",39,"Silver","Nisrine"
2025-04-05,"11:34:43",31,"Red","Nisrine"
2025-04-05,"11:36:50",30,"Red","Nisrine"
2025-04-05,"11:37:26",29,"Red","Nisrine"
2025-04-05,"11:38:54",24,"White","Nisrine"
2025-04-05,"11:38:55",29,"Gray","Nisrine"
2025-04-05,"11:39:02",27,"Silver","Nisrine"
2025-04-06,"14:25:50",28,"Black","Reda"
2025-04-06,"14:27:47",29,"White","Reda"
2025-04-06,"14:29:37",40,"Silver","Reda"
2025-04-06,"14:30:23",25,"Gray","Reda"
2025-04-06,"14:32:59",34,"White","Reda"
2025-04-06,"14:33:00",37,"Red","Reda"
2025-04-06,"14:34:16",26,"Gray","Reda"
2025-04-06,"14:34:57",28,"Black","Reda"
2025-04-06,"14:35:26",33,"Gray","Reda"
2025-04-06,"14:36:46",31,"Blue","Reda"
2025-04-06,"14:37:00",25,"Yellow","Reda"
2025-04-06,"14:37:28",25,"White","Reda"
2025-04-06,"14:38:49",34,"Blue","Reda"
2025-04-06,"14:40:57",30,"Blue","Reda"
2025-04-06,"14:41:09",22,"Black","Reda"
2025-04-06,"14:41:15",31,"Black","Reda"
2025-04-06,"14:41:27",32,"Silver","Reda"
2025-04-06,"14:42:43",38,"Black","Reda"
2025-04-06,"14:44:54",41,"Blue","Reda"
2025-04-06,"14:46:01",28,"White","Reda"
2025-04-06,"14:46:08",30,"Blue","Reda"
2025-04-06,"14:46:52",32,"White","Reda"
2025-04-06,"14:47:07",34,"Black","Reda"
2025-04-06,"14:47:38",21,"Silver","Reda"
2025-04-06,"14:48:05",24,"Black","Reda"
2025-04-06,"14:48:16",33,"Black","Reda"
2025-04-06,"14:48:49",28,"Blue","Reda"
2025-04-06,"14:49:10",28,"Blue","Reda"
2025-04-06,"14:51:28",39,"Black","Reda"
2025-04-06,"14:52:20",25,"Black","Reda"
2025-04-06,"14:52:24",36,"Blue","Reda"
2025-04-06,"14:52:41",28,"White","Reda"
2025-04-06,"14:52:41",29,"Black","Reda"
2025-04-06,"14:54:12",27,"Blue","Reda"
2025-04-06,"14:55:29",24,"Blue","Reda"
2025-04-06,"14:55:40",31,"Black","Reda"
2025-04-06,"14:56:02",33,"White","Reda"
2025-04-06,"14:57:17",36,"Blue","Reda"
2025-04-06,"14:57:19",27,"Black","Reda"
2025-04-06,"14:58:09",31,"Black","Reda"
2025-04-06,"14:58:31",29,"Blue","Reda"
2025-04-06,"14:58:32",31,"White","Reda"
2025-04-06,"15:00:13",31,"Gray","Reda"
2025-04-06,"15:01:33",30,"Blue","Reda"
2025-04-06,"15:02:01",32,"Gray","Reda"
2025-04-06,"15:02:23",25,"Gray","Reda"
2025-04-06,"15:03:18",31,"White","Reda"
2025-04-06,"15:03:21",29,"Black","Reda"
2025-04-06,"15:03:35",33,"White","Reda"
2025-04-06,"15:03:54",29,"Red","Reda"
2025-04-06,"15:06:17",33,"Black","Reda"
2025-04-06,"15:06:28",30,"Black","Reda"
2025-04-06,"15:06:37",34,"Gray","Reda"
2025-04-06,"15:06:41",29,"Blue","Reda"
2025-04-06,"15:07:35",30,"Black","Reda"
2025-04-06,"15:07:39",25,"Blue","Reda"
2025-04-06,"15:08:42",21,"Black","Reda"
2025-04-06,"15:09:06",24,"Silver","Reda"
2025-04-06,"15:12:12",27,"White","Reda"
2025-04-06,"15:12:50",38,"Black","Reda"
2025-04-06,"15:14:48",26,"Gray","Reda"
2025-04-06,"15:16:40",36,"Gray","Reda"
2025-04-06,"15:17:44",23,"Brown","Reda"
2025-04-06,"15:18:57",31,"Gray","Reda"
2025-04-06,"15:19:10",23,"Gray","Reda"
2025-04-06,"15:19:21",28,"Red","Reda"
2025-04-06,"15:19:54",31,"Black","Reda"
2025-04-06,"15:20:04",34,"Red","Reda"
2025-04-06,"15:20:46",25,"Blue","Reda"
2025-04-06,"15:23:31",30,"Black","Reda"
2025-04-06,"15:24:56",28,"White","Reda"
2025-04-06,"15:24:56",20,"Black","Reda"
2025-04-06,"15:25:06",31,"Silver","Reda"
2025-04-06,"15:27:02",25,"Gray","Reda"
2025-04-06,"15:28:51",25,"Silver","Reda"
2025-04-07,"13:00:25",32,"White","Zain"
2025-04-07,"13:01:00",32,"Gray","Zain"
2025-04-07,"13:01:41",37,"Gray","Zain"
2025-04-07,"13:02:30",35,"Silver","Zain"
2025-04-07,"13:03:18",24,"Silver","Zain"
2025-04-07,"13:03:25",31,"Yellow","Zain"
2025-04-07,"13:04:15",31,"White","Zain"
2025-04-07,"13:05:03",25,"Gray","Zain"
2025-04-07,"13:05:27",28,"White","Zain"
2025-04-07,"13:05:31",32,"White","Zain"
2025-04-07,"13:06:15",31,"Gray","Zain"
2025-04-07,"13:06:35",32,"Silver","Zain"
2025-04-07,"13:07:09",28,"Gray","Zain"
2025-04-07,"13:07:23",33,"White","Zain"
2025-04-07,"13:08:09",26,"White","Zain"
2025-04-07,"13:08:48",29,"Black","Zain"
2025-04-07,"13:09:13",22,"Black","Zain"
2025-04-07,"13:10:36",27,"Blue","Zain"
2025-04-07,"13:10:42",27,"White","Zain"
2025-04-07,"13:11:40",34,"Black","Zain"
2025-04-07,"13:12:35",20,"Blue","Zain"
2025-04-07,"13:13:01",28,"Silver","Zain"
2025-04-07,"13:14:27",25,"Gray","Zain"
2025-04-07,"13:14:45",33,"Red","Zain"
2025-04-07,"13:15:06",14,"Black","Zain"
2025-04-07,"13:15:43",26,"White","Zain"
2025-04-07,"13:15:45",31,"Red","Zain"
2025-04-07,"13:16:26",22,"Gray","Zain"
2025-04-07,"13:16:40",32,"Black","Zain"
2025-04-07,"13:16:44",30,"Black","Zain"
2025-04-07,"13:16:49",37,"Black","Zain"
2025-04-07,"13:18:18",32,"Silver","Zain"
2025-04-07,"13:18:56",28,"Gray","Zain"
2025-04-07,"13:19:18",30,"Brown","Zain"
2025-04-07,"13:19:31",32,"Black","Zain"
2025-04-07,"13:20:00",35,"Silver","Zain"
2025-04-07,"13:21:25",15,"Gray","Zain"
2025-04-07,"13:21:46",35,"Red","Zain"
2025-04-07,"13:22:59",30,"White","Zain"
2025-04-07,"13:23:27",30,"Gray","Zain"
2025-04-07,"13:24:32",30,"White","Zain"
2025-04-07,"13:24:34",27,"Blue","Zain"
2025-04-07,"13:25:40",26,"Red","Zain"
2025-04-07,"13:25:47",28,"Blue","Zain"
2025-04-07,"13:28:02",30,"Gray","Zain"
2025-04-07,"13:28:21",26,"Blue","Zain"
2025-04-07,"13:29:03",33,"Blue","Zain"
2025-04-07,"13:29:58",22,"Yellow","Zain"
2025-04-07,"13:30:45",30,"White","Zain"
2025-04-07,"13:30:53",37,"Gray","Zain"
2025-04-07,"13:31:10",27,"Black","Zain"
2025-04-07,"13:31:52",29,"Silver","Zain"
2025-04-07,"13:32:14",30,"Black","Zain"
2025-04-07,"13:32:28",30,"Blue","Zain"
2025-04-07,"13:32:37",37,"Blue","Zain"
2025-04-07,"13:33:42",20,"Silver","Zain"
2025-04-07,"13:34:20",31,"Red","Zain"
2025-04-07,"13:35:13",25,"Brown","Zain"
2025-04-07,"13:35:16",35,"Silver","Zain"
2025-04-07,"13:35:39",38,"Black","Zain"
2025-04-07,"13:35:55",32,"Red","Zain"
2025-04-07,"13:36:40",24,"Black","Zain"
2025-04-07,"13:37:20",30,"Blue","Zain"
2025-04-07,"13:38:02",22,"Gray","Zain"
2025-04-07,"13:41:28",40,"White","Zain"
2025-04-07,"13:41:44",27,"Black","Zain"
2025-04-07,"13:41:59",27,"Red","Zain"
2025-04-07,"13:41:59",30,"Black","Zain"
2025-04-07,"13:43:50",30,"Red","Zain"
2025-04-07,"13:44:40",32,"Silver","Zain"
2025-04-07,"13:45:24",26,"Black","Zain"
2025-04-07,"13:46:17",26,"Gray","Zain"
2025-04-07,"13:46:58",29,"Black","Zain"
2025-04-07,"13:47:49",24,"Blue","Zain"
2025-04-07,"13:49:20",26,"Black","Zain"
NA,NA,30,"Sedan","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,35,"Sedan","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,31,"Truck","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,28,"SUV","Basil"
NA,NA,28,"SUV","Basil"
NA,NA,28,"SUV","Basil"
NA,NA,29,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,28,"Sedan","Basil"
NA,NA,36,"Truck","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,29,"Sedan","Basil"
NA,NA,34,"SUV","Basil"
NA,NA,34,"Truck","Basil"
NA,NA,27,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,32,"Sedan","Basil"
NA,NA,34,"SUV","Basil"
NA,NA,28,"SUV","Basil"
NA,NA,22,"Truck","Basil"
NA,NA,24,"Sedan","Basil"
NA,NA,27,"Sedan","Basil"
NA,NA,36,"SUV","Basil"
NA,NA,32,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,25,"SUV","Basil"
NA,NA,30,"Sedan","Basil"
NA,NA,36,"Sedan","Basil"
NA,NA,34,"Sedan","Basil"
NA,NA,34,"Sedan","Basil"
NA,NA,35,"SUV","Basil"
NA,NA,35,"Sedan","Basil"
NA,NA,30,"Sedan","Basil"
NA,NA,29,"Sedan","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,28,"Sedan","Basil"
NA,NA,36,"SUV","Basil"
NA,NA,33,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,36,"SUV","Basil"
NA,NA,35,"Sedan","Basil"
NA,NA,36,"Sedan","Basil"
NA,NA,29,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,35,"Sedan","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,29,"SUV","Basil"
NA,NA,33,"SUV","Basil"
NA,NA,28,"Sedan","Basil"
NA,NA,27,"SUV","Basil"
NA,NA,29,"Sedan","Basil"
NA,NA,26,"SUV","Basil"
NA,NA,26,"Sedan","Basil"
NA,NA,33,"Truck","Basil"
NA,NA,21,"Sedan","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,32,"Sedan","Basil"
NA,NA,35,"SUV","Basil"
NA,NA,33,"Truck","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,36,"Truck","Rohaan"
NA,NA,27,"SUV","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,35,"Truck","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,32,"Sedan","Rohaan"
NA,NA,32,"Sedan","Rohaan"
NA,NA,28,"SUV","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,33,"Truck","Rohaan"
NA,NA,32,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,27,"SUV","Rohaan"
NA,NA,30,"Truck","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,34,"Sedan","Rohaan"
NA,NA,26,"SUV","Rohaan"
NA,NA,32,"SUV","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,27,"SUV","Rohaan"
NA,NA,36,"Sedan","Rohaan"
NA,NA,28,"SUV","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,32,"SUV","Rohaan"
NA,NA,32,"Truck","Rohaan"
NA,NA,37,"SUV","Rohaan"
NA,NA,34,"Sedan","Rohaan"
NA,NA,28,"SUV","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,27,"Sedan","Rohaan"
NA,NA,29,"Truck","Rohaan"
NA,NA,33,"SUV","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,28,"SUV","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,34,"SUV","Rohaan"
NA,NA,36,"Sedan","Rohaan"
NA,NA,30,"Truck","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,27,"Sedan","Rohaan"
NA,NA,25,"SUV","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,31,"Truck","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,33,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,27,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
